ID#	completionStatus	timeSpent	startTime	lastModTime	Q7: Age	Q8: What is your gender?	Q9: How much total combined money did all members of your HOUSEHOLD earn last year?	Q10: US Region	Q11: Device Types	Q1: What are your favorite brands? (Please list at least 3.)	Q2 - Being able to shop new arrivals as soon as they arrive in stores	Q2 - Being able to shop sales items as soon as they are discounted	Q2 - Being able to walk away with the purchase right away (for example: no delay associated with online shopping)	Q2 - Fun and inspiration	Q2 - Readily available celebrity-inspired outfits	Q2 - Recommendations from a professional personal stylist	Q2 - Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers	Q2 - Saving the effort of hunting for things you like from many stores in the mall (i.e. \u201cWouldn\u2019t it be great if all the garments that I like are at one central location?")	Q2 - Skipping the crowds at malls or boutiques	Q2 - Trying a garment on in person prior to making a purchase	Q2 - What else is important to you when it comes to shopping?	Q3 - What features of this service are useful to you?	Q3 - What do you NOT like about it? Or, what features are NOT useful or irrelevant to you?	Q3 - What are your questions/concerns regarding this service?	Q3 - How much would you pay for a service like this? (Feel free to enter any amount. Or put "I wouldn't use it.")	Q4 - What features of this service are useful to you?	Q4 - What features are NOT useful or irrelevant to you?	Q4 - What are your questions/concerns regarding this service?	Q4 - How much would you pay for a service like this? (Feel free to enter any amount. Or put "I wouldn't use it.")	Q5 - Which 1 of the two services in the previous two questions would you use? (Please state question 3 or question 4.)	Q5 - How many times a month do you shop ONLINE?	Q5 - How many times a month do you shop IN STORES?	Q6: You purchase clothes/shoes/accessories because... (select all that apply)
82	COMPLETE	297	2015-11-23 13:57:21	2015-11-23 14:02:19	60+	Male	$150,000 to $174,999	East North Central	Windows Desktop / Laptop	L. L. Bean >> REI >> Tommy Hilfiger	Does not apply to me.	Somewhat important	Extremely important	Does not apply to me.	Does not apply to me.	Very important	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Extremely important >> What else is important to you when it comes to shopping? >> Not being harassed by either suspicious or irretrievably "helpful" staf	e to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Does not apply to me. >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Very important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important	Extremely important	Extremely important	Not being harassed by either suspicious or irretrievably "helpful" staff	NONe	Everything from the tacky, cheap 50's animation to the concept	Why did someone spend any time coming up with this?	I wouldn't use it.	NONE	all of them	Did someone get paid for coming up with this?	I wouldn't use it.	0	9	2	Other (please specify) >> When I need to replace or upgrade my wardrobe
83	COMPLETE	504	2015-11-23 13:54:15	2015-11-23 14:02:40	60+	Female	$125,000 to $149,999	West South Central	Windows Desktop / Laptop	Doncaster, St. John, Chicos	Pretty important	Very important	Somewhat important	Very important	Pretty important	Extremely important	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Somewhat important >> What else is important to you when it comes to shopping? >> Quality. Dress clothes and party clothes are style and casual clothing is comfort and duribilit	away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Pretty important >> Recommendations from a professional personal stylist >> Extremely important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Extremely important	Somewhat important	Quality. Dress clothes and party clothes are style and casual clothing is comfort and duribility	Not shop around	N/A	Where?	It depends on the quality	Doncaster is purchased through trunk shows and therefore similar	N/A	Quality, sizing, availability	It depends on the product	3	2	1	for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> for the new styles that are trending this season
80	INCOMPLETE	148	2015-11-23 13:48:48	2015-11-23 13:51:16	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Eileen Fischer, MaxMara, Nordstrom	Not important at all.	A little important.	A little important.	A little important.	Not important at all.	A little important.	Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Very importan	le to walk away with the purchase right away (for example: no delay associated with online shopping) >> A little important. >> Fun and inspiration >> A little important. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Pretty important	Very importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> A little important. >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> A little important. >> Fun and inspiration >> A little important. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Very important												Respondent skipped this question
81	COMPLETE	189	2015-11-23 13:48:12	2015-11-23 13:51:22	45 - 59	Female	$200,000 and up	East North Central	Windows Desktop / Laptop	None >> None >> None	Somewhat important	Very important	Somewhat important	Not important at all.	Not important at all.	Not important at all.	Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Does not apply to me. >> Trying a garment on in person prior to making a purchase >> Very importan	lk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important	Does not apply to me.	Very importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Very important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Does not apply to me. >> Trying a garment on in person prior to making a purchase >> Very important	None	None	None	None	None	None	None	None	3	8	1	when I feel like I don't have new clothes to wear
86	COMPLETE	888	2015-11-23 13:57:59	2015-11-23 14:12:48	45 - 59	Female	$200,000 and up	Middle Atlantic	iOS Phone / Tablet	Joes jeans >> Ralph Lauren >> Desigual >> Sue Wong >> Under Armor >> Nicole Miller >> Vince Camuto >> Nordstroms >> Catherine Maldrino >> Anthropology >> Nanette lampore	Somewhat important, Not important at all.	Pretty important	Pretty important	Somewhat important	Not important at all., A little important.	A little important.	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Somewhat important, Not important at all. >> Trying a garment on in person prior to making a purchase >> Very important >> What else is important to you when it comes to shopping? >> Having a wide variety of options, selection	mportant >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all., A little important. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Somewhat important, Not important at all.	Very important	Having a wide variety of options, selections	None	The name is awful.	Everything. Does it shop for you?	I wouldn't use it	Seems like it's customizable	The artwork is cheesy. Doesn't really say exactly what it does.	What does it offer? How does it work?	Nothing. The service should be free.	0	20	20	for fun >> for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> for the new styles that are trending this season
87	COMPLETE	3405	2015-11-23 13:51:33	2015-11-23 14:48:18	60+	Female	$200,000 and up	East North Central	Windows Desktop / Laptop	michael kors, christina, fontana, liz clayborne,	Extremely important	Extremely important	Extremely important	Very important	Not important at all.	Not important at all.	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Somewhat importan	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important	Extremely important	Somewhat importan	in stores >> Extremely important >> Being able to shop sales items as soon as they are discounted >> Extremely important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Somewhat important	maybe the stylist	going to a location for 3 outfits, I have a better or maybe a different service	I think if you had a place where I could meet with a stylist, maybe bring pictures of me in outfits I currently have to show her my style, she asks the pertinent questions and then she calls me or e mails me with photos of different outfits or pieces that she thinks I would like. then I can decide if I want to come try the clothes on and purchase them. I would love to have someone checking clothes for me or I could let he know if I need something for a special occasion or what I need to replace in my wardrobe? I really think the face to face consultation at the very beginning is important for both parties. As far as payment maybe have a price for the services or a commission fee? I sell real estate so I know about doing a lot of work and not getting anything for it but it makes you work harder to form relationships, referral business and you will get sales in the end.	either have a flat fee or price per item bought, some sort of incentive, the more pieces you buy the less you pay per item??	already answered above	already answered above	already answered	see above	3	6	1	for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> Other (please specify) >> for work
84	COMPLETE	1937	2015-11-23 13:31:39	2015-11-23 14:03:57	18 - 29	Female	$100,000 to $124,999	Pacific	Windows Desktop / Laptop	Vionic (their sandals) >> Doc Martens (their boots) >> Miz Moos	Not important at all.	Somewhat important	A little important.	Does not apply to me.	Not important at all.	Not important at all.	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Pretty important >> What else is important to you when it comes to shopping? >> A consciousness of the means of production of the garments I purchase; the (geo)political implications of my ongoing participation in consumer culture	e to walk away with the purchase right away (for example: no delay associated with online shopping) >> A little important. >> Fun and inspiration >> Does not apply to me. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important	Pretty important	Pretty important	A consciousness of the means of production of the garments I purchase; the (geo)political implications of my ongoing participation in consumer culture.	It seems efficient, and good for people who want to avoid other people	The secret location thing is a little weird. I get that you're trying to make people feel exclusive and special though.	For people who enjoy "treasure hunting," they'll never find or try on those unexpected items	I wouldn't use it - I think others more invested in fashion would, however	It seems efficient, and good for people who want to avoid other people	I don't care about being up to date with my fashion. Secret location thing is still weird, but whatever.	Frankly, I'm not interested enough to generate questions or concerns	I wouldn't use it - I think others more invested in fashion would, however	0	1	1	for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> Other (please specify) >> To replace worn items or for work. Also, I thought of a question for the second ad...what does an "inspirational" shopping experience mean?
85	COMPLETE	488	2015-11-23 14:00:39	2015-11-23 14:08:47	60+	Female	$100,000 to $124,999	South Atlantic	Windows Desktop / Laptop	The Limited, Lands End, J Crew	Somewhat important	Pretty important	Somewhat important	Somewhat important	Not important at all.	Not important at all.	Not important at all. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Somewhat importan	walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Not important at all. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all.	Extremely important	Somewhat importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Pretty important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Not important at all. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Somewhat important	on-line shopping	I don't want someone else picking out my clothes. I also don't like the addictive implications of the "holic" suggestion. It creeps me out.	I want to shop myself, not through someone else.	I wouldn't use it.	None	Having someone shop for me	none	I wouldn't use it	0	8	3	for fun
3	COMPLETE	114	2015-11-20 13:41:25	2015-11-20 13:43:19	30 - 44	Female	$100,000 to $124,999	Pacific	Windows Desktop / Laptop	bgSgseVFGsgSwgFFGTWE	Does not apply to me.	Does not apply to me.	Does not apply to me.	Does not apply to me.	Does not apply to me.	Does not apply to me.	Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Does not apply to me. >> Skipping the crowds at malls or boutiques >> Does not apply to me. >> Trying a garment on in person prior to making a purchase >> Does not apply to me. >> What else is important to you when it comes to shopping? >> HNHGDZ	able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Does not apply to me. >> Fun and inspiration >> Does not apply to me. >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Does not apply to me.	Does not apply to me.	Does not apply to me.	HNHGDZF	Y5	UJSRK	KR5ASK	JIR5AS	jrys	jyras	jyra	klt6s	1	0	0	for fun >> I go shopping regularly >> before going on a date >> for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> for the new styles that are trending this season >> when I'm inspired by a friend's or a celebrity's outfit
7	INCOMPLETE	96	2015-11-20 13:51:27	2015-11-20 13:53:04	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Wrangler, Territory Ahead, Nike	Not important at all.	Pretty important	Somewhat important	Somewhat important	Not important at all.	Somewhat important	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Very importan	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Very important	Very importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Pretty important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Very important												Respondent skipped this question
39	INCOMPLETE	87	2015-11-20 14:41:52	2015-11-20 14:43:19	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	dockers, joseh a bank, ll bean	Not important at all.	Pretty important	Very important	Not important at all.	Not important at all.	Not important at all.	Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Somewhat importan	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important	Very important	Somewhat importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Pretty important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Somewhat important												Respondent skipped this question
38	INCOMPLETE	187	2015-11-20 14:39:30	2015-11-20 14:42:37	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Ralph Lauren, Tommy Hilfiger, Calvin Klien	Somewhat important	Extremely important	Extremely important	Extremely important	Very important	Not important at all.	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Very importan	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Extremely important >> Readily available celebrity-inspired outfits >> Very important >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Very important	Very importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Extremely important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Extremely important >> Readily available celebrity-inspired outfits >> Very important >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Very important												Respondent skipped this question
33	INCOMPLETE	389	2015-11-20 14:31:00	2015-11-20 14:37:30	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Ralph Lauren >> Macy's >> J Jill	Not important at all.	Not important at all.	Not important at all.	Pretty important	Not important at all.	Does not apply to me.	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Pretty importan	able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important	Extremely important	Pretty importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Not important at all. >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Pretty important												Respondent skipped this question
32	INCOMPLETE	816	2015-11-20 14:22:28	2015-11-20 14:36:04	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Bass/Arrow, Uniqlo, Pendleton	Not important at all.	Pretty important	Not important at all.	Pretty important	Not important at all.	A little important.	Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Somewhat important >> What else is important to you when it comes to shopping? >> good return polic	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Pretty important	Somewhat important	good return policy	customized wardrobe selection, speed.	having to tell the stylist that i don't like the selections. Or that they're too expensive. Rejection is hard.	Will the stylist know what my personal color scheme is? For example, I don't look good in blues, but the vast majority of menswear is cool-toned.	I really have no idea. I assume that the price would be baked into the garment cost.	surfacing clothes that meet my own style. picking them myself online, so i know they pass my own sense of style	brand picking? not sure about that.	i'm not sure that i'm sufficiently conversant with what brands offer... in picking "my" brands, i risk eliminating valid options.	again, I would expect the price to be baked into the garment cost.				Respondent skipped this question
31	INCOMPLETE	176	2015-11-20 14:25:18	2015-11-20 14:28:14	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Columbia, Patagonia, True Religion	Somewhat important	Somewhat important	Not important at all.	Pretty important	Not important at all.	Not important at all.	Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Pretty importan	o walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Pretty important	Pretty importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Somewhat important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Pretty important												Respondent skipped this question
30	INCOMPLETE	845	2015-11-20 14:10:30	2015-11-20 14:24:36	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Vera Wang	Pretty important	Extremely important	Pretty important	Extremely important	Pretty important	I would pay to get this	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Extremely important >> What else is important to you when it comes to shopping? >> healthy fabric	walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Extremely important >> Readily available celebrity-inspired outfits >> Pretty important >> Recommendations from a professional personal stylist >> I would pay to get this >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important	Extremely important	Extremely important	healthy fabrics	finding something that looks good on me and is my size FAST. Having personal stylist	Not sure how far away this "secret location" may be	I think I would feel obligated to buy something even if I didn't like anything	That would be the down fall. Fast is not, but at what price. I like to look for SALES	personal stylist, things ready for you to try on (no searching for sizes or styles i like)	how far away is this "secret location" ?	it could cost a lot more...i like sales. Not THAT into clothes....	This is a good way to make sales, but if things cost more, i wouldn't go				Respondent skipped this question
